CreditScore,Gender,Age,Tenure,IsActiveMember,Exited
567,Male,36,1,0,0
651,Male,35,2,0,0
850,Female,54,4,0,0
628,Female,37,9,1,0
558,Male,58,2,1,0
732,Female,34,8,0,0
765,Male,36,8,1,0
498,Male,37,8,1,0
734,Male,43,7,0,0
607,Male,25,3,0,0
639,Male,35,10,0,0
659,Male,78,2,1,0
653,Female,38,9,0,0
606,Male,34,3,1,0
667,Female,48,1,0,1
571,Male,25,6,0,0
401,Male,48,8,0,1
774,Female,36,9,0,0
617,Female,46,3,1,0
625,Male,32,7,1,0
763,Male,37,8,1,0
717,Male,40,0,0,0
508,Female,41,5,1,0
606,Male,40,1,1,0
718,Female,41,1,1,1
778,Male,38,3,1,0
591,Male,30,8,0,0
665,Female,51,9,1,1
746,Female,25,3,0,0
610,Male,57,6,1,0
601,Female,49,4,0,0
743,Female,39,8,0,0
472,Male,29,8,1,0
659,Male,32,9,1,0
520,Male,32,5,0,0
652,Female,33,3,0,0
554,Female,48,7,1,0
648,Female,43,7,0,0
681,Female,29,2,1,0
699,Male,36,2,0,0
680,Female,42,7,1,1
764,Female,48,1,0,1
549,Female,52,1,1,1
767,Female,33,1,1,0
574,Female,34,7,1,0
720,Female,45,1,1,1
479,Male,37,6,1,0
666,Female,33,2,1,0
613,Male,42,7,1,0
609,Male,48,1,1,1
786,Male,31,9,1,0
554,Female,35,8,1,0
600,Male,53,7,0,1
740,Male,43,9,0,1
615,Male,24,8,0,1
573,Female,32,9,1,0
789,Female,37,6,1,1
399,Male,46,2,0,1
698,Male,31,1,0,0
518,Female,35,8,1,0
717,Female,36,5,1,0
526,Female,36,5,0,0
551,Female,26,2,0,0
602,Male,32,7,0,0
559,Female,31,1,1,0
660,Male,46,5,1,0
705,Female,57,3,1,0
537,Female,41,0,1,0
724,Female,32,6,1,0
688,Female,33,2,0,1
584,Female,54,1,0,1
792,Female,70,3,1,0
633,Female,60,8,1,0
410,Male,33,6,0,1
696,Male,34,9,1,0
598,Male,27,8,0,0
605,Male,39,3,0,0
744,Male,54,6,1,0
682,Male,69,6,1,0
691,Male,30,7,0,0
720,Male,71,5,1,0
733,Male,42,9,0,0
734,Female,39,3,1,0
594,Female,49,4,1,0
595,Male,36,6,1,0
656,Female,32,1,1,0
772,Female,35,9,1,0
604,Female,53,2,1,1
800,Male,38,1,0,0
653,Male,35,9,1,0
679,Female,30,4,1,0
550,Female,22,7,0,0
651,Female,41,4,1,0
753,Female,50,4,1,0
580,Male,34,6,1,0
711,Female,25,7,1,0
555,Female,26,7,0,0
729,Male,31,8,1,0
441,Male,60,1,1,0
705,Female,39,5,0,0
717,Female,34,1,0,0
812,Male,29,6,0,0
613,Male,38,9,0,0
714,Female,49,4,0,1
534,Male,41,9,0,0
648,Female,19,1,1,0
628,Male,32,9,1,0
736,Female,36,8,1,1
642,Male,36,4,1,0
604,Female,47,8,0,1
550,Female,40,7,0,0
560,Female,27,5,0,0
446,Female,45,10,1,1
674,Male,45,7,0,0
757,Female,71,0,1,0
617,Male,74,10,1,0
554,Female,46,7,1,1
581,Male,49,10,0,0
601,Female,40,3,1,1
811,Male,52,10,0,1
631,Female,34,6,1,0
595,Male,23,7,1,0
750,Male,42,8,0,0
720,Male,60,9,0,1
552,Male,36,8,0,0
793,Male,41,9,0,0
625,Female,39,3,1,0
690,Male,31,2,0,0
561,Female,49,8,1,0
654,Female,35,2,1,0
509,Male,32,9,1,0
697,Female,47,6,1,0
797,Male,30,10,1,0
574,Male,30,5,0,0
660,Male,35,9,0,1
602,Female,26,8,0,1
670,Male,42,3,0,0
715,Female,31,3,1,0
552,Female,34,5,1,0
659,Male,32,3,1,0
659,Male,43,1,0,0
816,Female,34,2,0,0
585,Female,40,3,0,0
614,Female,37,6,1,1
435,Male,36,4,1,0
538,Female,42,4,0,0
607,Female,39,10,0,1
525,Male,36,2,1,0
731,Female,41,9,1,0
649,Female,37,8,1,1
774,Male,34,4,1,0
743,Male,39,3,1,0
648,Male,37,6,0,0
712,Male,27,8,0,0
683,Female,35,6,1,0
698,Male,47,5,0,0
434,Male,55,8,0,1
682,Male,36,5,1,0
842,Male,58,1,1,0
774,Female,42,3,0,0
497,Male,41,5,0,1
646,Male,52,8,0,1
678,Female,46,1,0,0
850,Female,36,2,0,0
614,Male,44,6,1,0
635,Male,29,7,1,0
793,Male,39,3,0,0
656,Male,32,5,0,0
636,Male,36,1,1,1
743,Female,46,9,0,0
567,Male,39,5,0,0
650,Male,33,0,0,0
634,Female,29,8,1,0
693,Male,45,2,0,1
850,Female,35,2,0,1
693,Male,40,4,1,0
586,Male,32,1,0,0
505,Male,34,10,1,0
631,Female,33,8,0,0
782,Male,36,5,1,0
618,Female,42,2,0,1
763,Male,32,9,0,0
734,Female,40,9,1,0
683,Female,42,4,1,1
679,Male,48,8,0,0
765,Male,43,4,1,1
850,Male,39,6,1,1
745,Male,38,5,1,0
831,Female,32,2,0,0
685,Male,20,4,0,0
648,Female,45,5,0,0
716,Female,18,3,0,0
751,Male,29,3,0,0
742,Male,31,4,1,0
598,Male,41,3,0,1
489,Female,51,3,1,1
590,Female,51,10,1,0
717,Female,36,2,0,1
485,Female,27,3,0,0
802,Male,38,7,1,0
537,Male,37,3,1,0
685,Male,35,9,0,0
675,Male,35,8,0,0
850,Female,62,1,0,1
679,Female,24,6,1,0
536,Female,28,4,1,0
600,Male,36,4,0,0
693,Female,57,9,1,0
421,Male,34,6,1,0
473,Male,40,8,0,0
654,Female,24,8,1,0
516,Female,31,3,0,0
695,Male,46,4,1,0
585,Female,28,6,1,0
666,Male,46,5,1,0
651,Male,34,3,1,0
554,Female,41,4,1,0
691,Male,37,9,1,0
642,Male,41,4,0,0
776,Male,33,2,1,0
782,Male,52,4,1,1
680,Male,36,3,1,0
627,Male,43,8,1,0
518,Female,45,9,1,0
723,Female,20,4,1,0
795,Female,33,9,1,0
687,Female,34,9,0,0
510,Male,65,2,1,0
633,Male,40,4,1,1
672,Male,33,2,1,0
705,Female,31,3,0,0
785,Female,33,5,1,0
515,Male,33,2,1,0
580,Female,56,1,0,1
744,Male,56,9,1,0
705,Female,47,3,1,1
610,Male,50,1,0,1
721,Female,35,6,1,0
657,Male,40,7,1,1
726,Female,33,7,1,0
850,Female,37,7,1,0
628,Female,33,3,1,0
663,Male,49,7,1,1
659,Female,32,3,1,0
507,Female,34,4,1,0
713,Male,42,0,1,0
572,Male,23,2,1,0
667,Male,40,9,1,0
610,Female,50,5,0,1
781,Male,33,3,1,0
586,Male,42,6,0,0
579,Female,26,10,1,0
551,Female,36,5,0,0
521,Male,35,6,0,0
506,Male,35,6,0,0
568,Male,26,1,0,0
706,Female,23,5,0,1
417,Male,34,7,0,0
625,Female,69,1,1,0
687,Male,38,8,1,1
749,Female,33,1,0,0
646,Male,31,2,1,1
775,Male,36,2,1,0
493,Male,32,8,1,0
730,Female,35,0,1,0
644,Female,24,8,0,0
516,Female,47,6,0,0
794,Female,62,9,0,1
536,Male,53,2,0,1
798,Male,34,9,0,0
657,Male,31,3,0,0
530,Female,42,0,1,0
684,Female,24,9,1,0
605,Female,34,2,0,0
775,Male,32,8,1,0
850,Female,32,8,1,0
592,Male,71,4,1,0
757,Male,33,1,0,0
602,Male,35,7,1,0
703,Male,50,8,1,0
521,Male,52,5,0,1
790,Male,29,3,1,0
665,Male,63,7,1,1
494,Female,41,2,0,1
696,Male,44,8,0,0
611,Male,37,1,1,0
783,Male,39,9,0,0
509,Male,29,1,0,0
495,Male,47,10,0,0
756,Male,30,2,0,0
490,Male,29,4,0,0
572,Male,31,5,1,0
603,Female,42,6,1,0
814,Female,31,4,1,0
850,Male,31,1,0,0
637,Male,37,8,1,0
849,Male,27,0,1,0
502,Male,33,7,1,0
647,Female,43,3,1,0
643,Male,30,5,1,0
636,Male,60,7,1,1
635,Female,72,4,1,0
710,Male,43,2,1,1
568,Female,27,1,1,0
605,Male,28,10,0,0
669,Male,29,7,1,0
684,Male,38,5,1,0
629,Male,31,6,0,0
625,Female,39,10,1,0
439,Male,36,2,1,0
564,Female,24,6,1,0
723,Female,47,10,0,1
750,Female,32,5,0,0
697,Female,37,7,0,0
701,Male,26,5,1,0
795,Female,56,9,0,1
564,Female,32,10,0,0
850,Male,46,9,0,0
703,Male,28,2,1,0
630,Female,28,8,1,0
850,Male,30,2,1,0
672,Female,40,3,0,1
841,Male,34,4,0,0
768,Female,47,5,0,1
615,Male,36,6,1,1
809,Female,24,4,0,0
755,Female,28,7,1,0
521,Male,43,8,1,0
800,Female,29,2,0,0
635,Male,42,1,1,0
603,Male,51,8,0,1
710,Male,33,10,1,0
673,Male,31,1,1,0
617,Male,61,7,1,0
707,Female,35,9,1,0
633,Male,37,2,0,0
660,Female,36,0,1,0
636,Male,76,9,1,0
735,Male,46,2,0,1
350,Male,51,10,1,1
574,Female,37,7,0,0
649,Male,32,1,1,1
447,Female,44,5,1,0
625,Male,49,6,0,1
709,Female,37,9,0,0
790,Male,42,1,0,0
747,Male,42,4,0,1
548,Female,33,0,0,0
643,Female,46,6,0,0
503,Male,32,4,1,0
576,Female,55,6,1,1
640,Male,39,3,1,0
535,Male,45,2,0,0
758,Male,32,4,1,0
676,Male,37,10,1,0
583,Female,40,4,0,0
636,Male,34,1,0,0
709,Male,30,9,1,0
841,Male,32,2,0,0
698,Female,27,1,1,0
609,Male,32,4,1,0
743,Male,32,9,0,0
819,Female,39,9,0,1
576,Male,26,8,1,0
715,Female,38,5,1,1
567,Female,48,3,0,0
683,Male,38,7,0,0
640,Female,31,10,0,0
662,Male,30,5,1,0
614,Female,44,6,0,1
673,Male,39,8,1,0
749,Male,38,9,1,0
759,Female,35,7,1,0
645,Female,55,1,1,0
474,Female,34,9,0,0
679,Male,35,1,1,0
609,Male,34,7,0,0
667,Male,31,1,1,0
675,Male,31,2,0,0
619,Male,27,1,0,0
726,Male,34,3,0,0
661,Female,64,8,0,1
696,Male,29,8,0,0
559,Female,38,8,1,0
555,Male,29,4,1,0
509,Female,25,3,0,0
444,Female,40,5,0,0
648,Female,54,7,0,1
588,Female,24,0,1,0
560,Female,28,1,1,0
700,Female,59,5,0,1
722,Female,47,2,1,1
794,Male,24,10,1,0
684,Female,42,3,0,0
850,Male,38,7,0,0
679,Male,40,1,1,0
751,Male,52,8,1,0
776,Male,37,2,1,0
615,Male,43,3,1,0
660,Female,23,6,0,0
794,Male,46,6,0,0
727,Male,39,5,0,0
613,Male,47,6,1,0
584,Male,42,3,0,0
644,Female,40,10,1,0
752,Female,36,3,1,0
672,Female,28,6,1,0
531,Female,36,9,0,0
623,Male,45,0,0,1
620,Female,25,8,1,1
694,Female,39,9,0,0
755,Male,40,2,0,0
665,Male,28,8,0,0
570,Female,33,8,1,0
576,Male,28,1,1,0
607,Female,21,0,0,0
633,Male,32,5,1,0
679,Female,35,8,0,0
826,Female,49,0,0,1
589,Male,38,2,0,0
633,Female,46,3,0,0
668,Male,47,7,1,1
567,Male,54,9,0,1
776,Male,38,5,1,0
608,Female,30,8,0,0
710,Male,54,6,1,1
746,Female,37,4,1,0
849,Male,37,7,1,0
766,Female,38,7,1,0
616,Female,57,7,1,0
583,Female,57,3,1,1
568,Male,28,5,0,0
521,Male,25,7,1,0
632,Male,44,3,0,0
647,Female,41,1,0,0
517,Male,53,0,0,1
686,Female,35,4,1,0
660,Male,34,8,1,0
472,Male,19,9,0,0
548,Male,37,4,0,0
649,Female,36,8,1,0
612,Male,46,9,1,1
541,Male,29,7,0,0
687,Male,35,8,0,0
729,Male,46,5,0,1
707,Male,37,1,1,0
800,Male,38,9,0,0
659,Female,37,1,1,0
663,Male,27,8,1,0
631,Male,46,9,1,0
781,Female,19,3,1,0
432,Male,38,7,0,0
458,Female,43,1,0,0
629,Female,43,0,1,0
525,Female,30,5,1,0
633,Female,29,8,1,0
720,Female,38,10,1,1
794,Male,33,0,0,0
531,Female,37,1,0,0
718,Male,34,5,0,0
560,Female,35,1,0,0
442,Male,34,4,0,0
487,Male,37,2,1,0
430,Male,31,5,0,0
815,Female,25,8,1,0
758,Male,35,5,0,0
659,Female,49,1,0,1
698,Male,57,6,1,1
706,Male,57,7,0,1
837,Female,29,9,1,0
786,Female,34,9,0,0
728,Male,45,3,0,1
656,Male,18,10,1,0
553,Male,37,2,0,0
674,Female,32,7,1,0
628,Male,43,3,0,0
684,Female,38,5,0,0
623,Female,37,4,1,0
805,Female,45,9,0,1
782,Male,39,8,1,0
603,Male,26,4,1,0
653,Male,30,4,0,0
571,Male,34,1,1,0
670,Female,38,4,1,0
774,Female,47,6,1,0
512,Male,39,3,0,0
486,Female,40,9,0,0
806,Male,30,8,0,1
741,Female,19,8,0,0
642,Female,41,7,1,0
600,Male,30,2,1,0
765,Male,44,6,1,0
615,Female,35,2,1,0
748,Male,38,4,1,0
435,Male,44,3,0,0
538,Female,49,9,0,1
657,Female,27,8,0,0
571,Female,33,1,0,0
608,Female,62,8,0,1
673,Male,51,8,1,0
721,Male,28,9,1,1
582,Male,41,6,1,0
782,Male,35,7,0,0
658,Male,31,2,0,0
557,Female,32,3,1,0
625,Female,28,3,0,0
615,Male,34,1,1,1
751,Male,31,8,0,0
535,Male,47,0,1,0
757,Male,33,5,1,0
536,Male,32,7,0,0
656,Male,44,10,0,0
684,Female,41,7,1,0
765,Male,34,5,1,0
490,Male,33,1,1,0
660,Female,31,6,1,0
479,Female,35,2,0,0
617,Female,30,8,1,0
547,Female,48,1,1,0
443,Female,35,9,0,1
538,Female,30,8,1,0
597,Male,38,6,1,0
683,Male,43,2,0,0
458,Female,28,2,1,0
807,Male,35,3,1,0
807,Male,42,7,1,0
645,Female,59,8,0,1
619,Female,35,4,1,0
786,Female,32,6,0,0
637,Female,22,5,0,0
668,Male,46,0,0,0
787,Female,35,1,1,0
722,Female,29,9,1,0
732,Male,36,5,0,0
718,Male,28,4,0,0
597,Female,33,6,0,0
670,Female,32,3,0,0
572,Male,51,8,1,1
528,Male,29,3,0,0
778,Male,31,9,0,0
522,Male,30,3,0,0
682,Female,48,9,1,0
558,Male,40,4,0,0
433,Female,49,10,1,0
585,Female,34,1,1,0
667,Female,36,3,1,0
683,Female,49,7,0,0
590,Male,32,9,0,0
536,Female,35,4,0,0
542,Female,29,7,1,0
697,Male,32,7,0,1
549,Female,29,8,1,0
652,Female,40,4,1,0
759,Female,46,2,1,0
513,Male,39,7,1,0
701,Male,37,8,0,0
842,Male,46,9,0,0
577,Female,40,1,1,0
656,Male,68,7,1,0
605,Male,39,7,1,0
743,Male,71,0,1,0
690,Male,21,8,1,0
680,Male,31,10,1,0
577,Male,37,2,0,0
651,Male,37,9,1,0
548,Female,37,9,0,0
715,Female,41,8,0,1
759,Male,41,9,1,0
610,Female,69,5,0,1
847,Female,37,9,0,0
653,Female,40,0,0,0
528,Male,31,9,0,0
405,Male,39,10,0,1
768,Female,40,8,1,0
580,Female,35,1,1,0
730,Female,62,2,1,0
631,Male,48,1,1,1
516,Female,45,4,0,1
577,Female,35,4,0,0
641,Male,77,9,1,0
526,Female,33,8,0,1
811,Female,47,3,0,0
688,Male,37,7,1,0
616,Male,40,9,0,0
692,Female,44,8,1,0
617,Female,34,0,0,0
677,Female,37,3,1,0
547,Female,35,4,1,0
615,Female,30,9,0,0
531,Female,47,6,0,1
667,Male,41,6,0,0
729,Male,44,6,0,0
452,Male,44,3,0,0
689,Male,40,2,1,0
452,Male,33,7,0,0
633,Female,39,9,0,0
617,Female,27,4,0,0
694,Male,37,10,1,0
584,Female,50,1,1,1
611,Female,46,5,0,1
628,Female,38,3,1,0
748,Male,32,5,1,0
697,Female,25,1,0,0
686,Female,27,1,0,0
596,Male,33,8,0,1
700,Male,38,9,1,0
627,Female,30,4,0,0
427,Male,29,1,1,0
715,Female,34,9,0,1
578,Male,40,6,0,1
559,Female,31,3,1,0
750,Female,38,7,1,0
718,Female,31,1,1,0
652,Female,75,10,1,0
739,Male,37,7,1,0
629,Female,37,10,1,1
566,Male,44,5,0,0
548,Female,36,3,0,0
500,Male,45,2,1,0
537,Male,84,8,1,0
619,Female,49,9,0,0
693,Male,31,1,1,0
731,Female,36,6,0,0
696,Male,32,8,1,0
593,Female,38,4,0,0
627,Female,37,7,1,0
518,Male,29,9,0,1
625,Female,49,2,1,0
645,Male,49,2,0,0
680,Female,34,1,0,0
799,Male,28,7,1,0
807,Female,40,1,1,0
737,Male,31,5,1,0
727,Male,45,6,1,1
729,Male,34,3,0,0
628,Female,50,4,1,1
500,Male,30,2,1,0
740,Female,37,9,1,0
641,Male,40,5,1,0
593,Female,41,6,0,0
796,Female,45,2,1,0
643,Male,48,8,0,0
754,Male,34,7,1,0
695,Female,31,5,0,0
618,Male,56,7,1,1
550,Male,22,6,1,0
635,Female,36,9,0,0
563,Male,30,7,0,0
719,Male,61,5,1,0
618,Female,40,0,0,0
579,Male,28,6,0,0
596,Female,29,6,0,0
764,Female,24,7,0,0
800,Female,49,7,0,0
554,Male,26,8,1,0
434,Male,71,9,0,0
669,Female,29,7,0,0
766,Female,26,3,1,0
581,Male,39,1,0,1
601,Female,20,9,0,0
675,Male,42,2,0,0
614,Female,39,8,1,1
712,Male,43,1,1,0
637,Female,27,7,1,0
501,Female,34,7,1,0
493,Female,31,3,1,1
577,Male,35,5,1,0
684,Female,31,8,0,0
607,Female,24,2,1,0
652,Female,42,3,0,0
601,Male,46,2,1,1
588,Male,31,4,1,0
682,Female,59,0,1,0
411,Female,54,9,1,0
506,Male,59,8,1,0
699,Male,35,2,1,0
586,Male,29,3,1,0
684,Male,29,8,1,0
433,Male,34,9,0,0
636,Male,52,4,1,1
785,Female,33,6,0,0
638,Male,35,1,0,0
664,Male,40,9,0,0
608,Female,30,2,0,0
744,Female,30,1,1,0
416,Male,32,0,1,0
708,Female,42,8,0,0
590,Female,45,2,0,0
634,Male,34,8,1,0
690,Female,36,6,0,0
592,Male,33,2,1,0
673,Female,29,4,1,0
631,Male,55,9,0,0
749,Male,37,10,1,0
681,Female,79,0,1,0
836,Female,29,9,1,0
440,Male,42,2,0,0
707,Female,31,2,0,0
572,Male,33,9,0,0
640,Male,28,7,1,0
850,Female,50,10,1,0
521,Male,37,5,1,0
644,Female,32,8,1,1
658,Male,20,7,0,0
651,Female,45,8,0,1
653,Male,38,8,0,0
730,Female,33,9,0,0
619,Male,29,4,1,0
834,Male,40,7,0,0
761,Female,34,2,0,0
740,Male,40,4,0,1
737,Female,43,1,0,1
659,Male,67,4,1,0
582,Male,35,8,1,0
700,Female,28,3,0,0
806,Male,40,5,1,0
726,Female,48,4,0,1
798,Female,49,5,1,1
637,Male,50,4,1,1
559,Female,34,5,1,0
820,Female,49,1,1,0
632,Male,48,6,0,1
496,Female,44,0,0,1
525,Male,33,5,0,0
712,Female,42,1,0,0
698,Female,51,6,0,1
651,Female,35,1,1,1
471,Female,58,4,1,0
681,Male,36,5,1,0
562,Male,62,3,0,0
597,Female,28,0,0,0
801,Female,32,4,1,0
744,Male,41,7,1,0
608,Male,37,2,0,0
655,Female,34,4,0,0
738,Male,38,5,1,0
742,Female,43,6,1,1
806,Male,31,9,1,0
785,Female,31,2,0,0
850,Female,45,5,1,1
672,Male,37,5,1,0
798,Male,37,8,0,0
651,Female,36,8,0,0
595,Male,30,9,1,0
767,Male,37,7,1,0
682,Male,40,4,1,0
553,Male,31,6,0,0
601,Male,43,3,1,0
750,Male,22,3,0,1
762,Female,43,5,1,0
560,Male,49,4,1,1
750,Male,38,5,1,0
536,Female,41,9,0,0
514,Male,30,7,1,0
784,Male,38,10,0,0
722,Female,40,6,1,0
664,Male,57,6,1,0
639,Male,38,9,1,0
742,Male,33,6,0,0
718,Female,33,4,0,0
483,Female,44,5,0,1
587,Female,38,0,0,0
481,Male,44,9,0,1
667,Female,33,4,0,0
775,Male,48,4,0,1
709,Male,23,10,0,0
611,Female,43,9,1,0
528,Female,62,7,0,1
850,Female,39,7,1,0
588,Male,30,3,0,0
673,Male,47,1,0,0
626,Female,44,2,1,1
602,Female,22,7,0,0
679,Female,50,6,1,0
637,Female,45,2,1,1
646,Male,18,10,1,0
821,Male,45,0,1,0
639,Female,35,5,0,0
716,Female,35,8,1,0
624,Male,80,3,1,0
542,Female,35,9,0,1
762,Male,53,1,1,0
677,Female,39,0,1,0
413,Male,35,2,1,0
759,Male,42,4,1,0
601,Male,44,3,0,0
632,Male,32,6,1,0
700,Female,82,2,1,0
623,Male,40,6,1,0
828,Male,34,9,1,0
468,Male,26,1,0,0
545,Female,60,7,1,1
462,Male,27,4,0,0
546,Male,42,7,1,0
631,Female,31,8,0,0
605,Male,52,7,1,0
633,Male,29,10,0,0
533,Male,36,7,1,0
657,Female,39,4,0,0
698,Female,50,1,0,1
612,Female,43,4,1,0
514,Male,35,3,0,0
648,Female,40,5,1,1
510,Female,50,7,1,0
634,Female,53,3,1,1
630,Male,26,7,1,0
744,Male,32,4,1,0
565,Male,31,2,1,0
491,Male,19,2,0,0
709,Female,40,9,1,0
681,Female,43,8,0,0
727,Male,59,5,0,1
483,Male,29,9,1,0
524,Female,28,7,1,0
702,Male,37,10,1,0
539,Male,20,0,1,0
706,Male,68,4,1,0
747,Male,49,6,1,1
820,Male,34,10,1,0
850,Male,22,7,0,0
521,Female,39,6,1,0
732,Male,36,7,1,0
699,Male,31,6,0,0
781,Male,35,1,0,0
666,Female,36,6,0,0
631,Male,38,7,0,0
470,Male,35,1,0,0
513,Female,37,6,0,0
584,Female,29,4,0,0
418,Female,39,2,0,0
723,Female,49,4,1,0
630,Male,29,6,1,1
565,Male,59,9,1,0
711,Male,38,3,0,0
524,Female,36,10,0,0
703,Male,32,1,1,0
358,Female,52,8,0,1
462,Male,34,1,0,0
723,Male,48,7,1,0
850,Female,47,4,1,0
630,Male,26,7,1,0
581,Male,30,0,0,0
704,Female,44,9,0,0
698,Male,33,5,1,0
812,Male,39,5,1,1
709,Female,39,9,0,0
544,Male,30,4,1,0
584,Female,36,4,1,0
590,Male,30,3,0,0
796,Male,56,6,0,1
597,Male,41,4,1,0
561,Female,33,6,0,0
580,Male,39,3,0,0
691,Female,44,6,1,0
502,Male,33,8,1,0
575,Male,30,2,1,0
616,Male,37,5,0,1
571,Female,34,1,1,0
455,Female,43,6,1,0
642,Male,35,2,1,0
640,Male,23,3,0,0
726,Male,34,9,0,0
714,Male,37,9,1,0
477,Female,30,6,0,0
636,Male,67,7,1,1
776,Female,31,2,1,0
687,Male,35,9,1,0
671,Female,47,7,0,1
491,Male,70,6,1,0
771,Male,18,1,0,0
562,Male,31,2,1,0
756,Female,26,5,1,1
628,Female,55,7,0,1
602,Male,23,7,0,0
524,Male,52,2,0,1
724,Male,36,1,0,0
670,Male,33,6,0,0
588,Male,46,8,0,0
660,Male,41,1,0,1
664,Male,32,10,1,0
850,Female,36,0,1,0
807,Male,42,5,1,0
623,Male,44,1,1,0
561,Male,29,9,1,0
582,Male,50,2,1,0
602,Male,37,3,1,0
641,Male,42,9,0,0
597,Female,29,1,0,0
709,Female,32,7,1,0
807,Male,47,1,1,0
646,Female,33,2,0,0
639,Male,28,8,0,0
779,Male,33,3,0,0
592,Male,38,8,0,0
629,Male,32,2,1,0
792,Male,47,0,1,1
696,Male,28,4,1,0
556,Male,46,3,1,1
771,Female,57,4,0,1
578,Male,32,4,1,0
550,Male,31,5,1,0
555,Female,51,9,0,1
729,Male,40,5,0,0
551,Male,54,5,0,1
544,Male,37,2,1,0
847,Female,41,3,0,1
579,Male,42,0,1,1
625,Female,36,8,0,0
806,Male,34,2,0,0
456,Female,63,1,0,1
701,Male,28,1,1,0
680,Female,43,4,1,0
649,Male,51,4,1,0
460,Female,40,6,0,1
710,Male,35,1,1,0
811,Male,42,10,1,0
654,Female,54,5,1,0
571,Female,31,3,1,0
555,Female,62,10,1,0
785,Female,61,4,0,1
457,Male,41,8,1,1
667,Male,56,2,1,0
721,Male,40,6,0,1
651,Male,34,2,0,0
622,Male,36,9,1,0
675,Male,54,2,0,1
845,Female,28,9,1,0
690,Male,39,6,0,0
844,Male,18,2,0,0
523,Female,73,7,0,1
763,Male,35,9,1,0
850,Female,29,7,0,0
455,Female,37,6,1,0
707,Male,48,8,1,1
575,Male,29,4,1,0
687,Female,34,7,0,0
749,Female,43,1,1,0
550,Male,45,0,1,0
659,Female,38,3,0,0
589,Male,37,5,0,0
550,Female,33,9,1,0
722,Male,37,2,0,0
526,Male,30,9,0,0
629,Male,46,1,1,1
521,Female,77,6,1,0
466,Male,41,2,0,0
684,Female,40,6,0,0
683,Female,32,0,1,0
780,Female,26,3,0,0
575,Male,36,7,1,1
667,Female,39,2,0,1
754,Female,48,7,0,1
422,Male,54,3,1,0
572,Female,38,7,1,0
535,Female,50,1,0,1
850,Female,26,4,1,0
643,Male,28,9,0,0
654,Male,43,9,1,0
782,Female,41,4,0,0
776,Male,39,8,0,0
594,Male,35,2,0,0
794,Female,37,9,0,0
785,Female,40,3,1,0
757,Female,55,9,0,1
763,Female,32,10,1,0
582,Female,50,6,1,0
575,Male,49,7,1,1
579,Male,33,6,0,1
797,Male,24,5,0,0
778,Male,24,4,1,0
540,Female,31,10,1,0
805,Male,56,6,0,1
737,Female,40,2,0,0
750,Female,33,3,1,1
775,Male,60,7,1,0
567,Male,29,8,0,0
580,Male,55,6,1,0
592,Male,38,3,1,1
524,Female,31,8,0,1
769,Male,29,8,1,0
535,Male,30,6,1,0
597,Male,44,8,1,0
730,Male,39,1,0,0
731,Male,41,4,0,0
639,Male,38,3,0,0
689,Male,47,2,0,0
850,Male,39,0,1,0
706,Female,46,4,0,1
623,Male,33,2,1,0
516,Female,45,8,1,0
682,Male,46,7,1,0
559,Female,46,5,0,1
628,Female,61,1,1,1
710,Female,36,4,0,0
692,Female,49,9,0,0
600,Male,34,0,1,0
554,Female,44,9,0,0
659,Male,31,7,1,0
632,Female,40,9,0,1
710,Female,33,2,0,0
617,Male,34,1,0,0
602,Male,33,5,1,1
724,Male,30,10,1,0
663,Female,58,5,1,1
585,Male,50,2,0,1
484,Female,29,4,0,0
627,Female,35,7,1,0
530,Female,36,2,1,0
683,Male,56,7,0,1
567,Male,44,9,0,0
625,Male,31,4,0,0
718,Female,25,7,0,0
608,Male,42,10,0,0
650,Female,50,7,0,0
616,Female,36,6,0,0
554,Male,46,4,1,0
523,Male,63,6,1,0
692,Male,66,4,1,0
511,Male,45,5,0,1
646,Female,44,2,0,1
660,Female,28,3,1,0
759,Female,33,2,0,0
513,Female,42,10,1,0
649,Male,41,0,1,0
850,Female,38,2,1,0
556,Male,40,5,1,0
535,Female,40,8,1,0
607,Male,36,8,1,0
744,Male,30,1,0,0
645,Male,33,8,0,0
757,Male,23,2,0,0
591,Male,33,9,0,0
525,Female,25,10,0,0
481,Female,28,10,0,0
491,Female,72,6,1,0
538,Female,62,3,0,1
716,Male,39,1,1,0
632,Female,28,5,1,0
529,Male,35,5,1,0
582,Female,29,0,1,0
709,Male,42,9,1,0
653,Male,55,7,1,0
553,Female,25,7,0,0
731,Male,46,10,0,0
581,Male,31,3,0,0
563,Male,24,7,0,0
742,Female,28,2,0,1
554,Female,22,8,1,0
650,Female,64,7,0,1
655,Female,59,7,0,1
522,Female,41,7,1,0
739,Male,38,0,0,0
651,Female,45,6,0,1
606,Male,48,4,0,1
643,Male,37,6,0,0
578,Male,37,1,0,0
702,Male,30,2,1,0
688,Female,51,5,0,1
523,Male,60,1,1,0
612,Female,31,8,1,0
589,Female,46,10,1,0
529,Female,27,1,1,0
502,Female,40,7,0,0
464,Male,37,4,0,0
529,Male,46,8,0,1
653,Female,74,0,1,0
614,Female,36,1,1,0
567,Female,35,5,0,0
545,Female,33,7,0,0
632,Male,41,3,0,1
470,Female,31,2,0,0
637,Female,41,9,0,0
642,Female,39,4,1,0
561,Female,31,1,1,0
