bathrooms,bedrooms,longitude,latitude,price,interest_level
1.0,2,-73.9607,40.7675,4750,low
0.0,0,-74.008,40.7161,135000,low
1.0,3,-74.0149,40.708,3400,low
1.0,2,-73.956,40.727,2800,low
4.5,5,-72.1336,40.9697,25000,low
1.0,0,-73.9665,40.7944,2446,medium
1.0,0,-73.9496,40.7793,1725,medium
1.0,1,-73.9812,40.661,2350,medium
1.0,1,-73.968,40.7672,2800,low
1.0,2,-73.9483,40.7812,2875,low
1.0,1,-74.0042,40.7163,3650,low
1.0,0,-73.9896,40.7341,3800,low
1.0,1,-73.9806,40.7444,4215,low
1.0,1,-73.9848,40.7635,2975,low
1.0,2,-74.0069,40.7074,2945,low
1.0,2,-73.9825,40.7301,3695,medium
1.0,1,-73.9743,40.7438,3495,low
1.0,1,-74.0008,40.7476,2600,low
2.0,3,-73.9818,40.7417,4550,low
1.0,1,-73.9505,40.7771,3300,low
1.0,1,-74.0046,40.7073,3785,low
1.0,2,-73.9754,40.7444,3400,low
1.0,1,-73.9961,40.7381,3715,low
1.0,1,-73.9538,40.7768,2200,low
2.0,2,-73.9677,40.7902,4395,low
1.0,2,-73.9255,40.7575,2900,low
1.0,1,-73.9772,40.7655,2395,low
1.0,1,-73.9893,40.7667,2300,low
1.0,2,-73.9471,40.7806,2700,low
1.0,2,-73.9705,40.7957,4600,low
1.0,1,-73.9637,40.7989,2500,low
1.0,2,-73.9279,40.8668,2375,low
1.0,0,-73.974,40.7538,2200,medium
1.0,1,-73.9949,40.7419,4358,low
1.0,3,-73.9481,40.796,3150,low
1.0,1,-73.9518,40.826,2175,low
2.0,3,-73.9904,40.7374,6600,low
1.0,1,-73.9598,40.7618,2195,medium
1.0,1,-73.9881,40.7434,4395,low
2.0,2,-73.9817,40.7707,6877,low
2.0,3,-73.9609,40.6883,4795,low
1.0,3,-73.957,40.6867,2600,medium
2.0,2,-73.9857,40.7691,5450,low
1.0,2,-73.9487,40.7286,2895,low
1.0,3,-74.0157,40.7069,3600,high
1.0,0,-74.016,40.7052,2250,high
2.0,2,-73.9763,40.7347,5359,low
1.0,3,-74.0149,40.708,3999,medium
1.0,1,-73.9558,40.773,2300,medium
1.0,0,-73.9516,40.7751,1850,medium
2.0,2,-73.9919,40.751,5890,medium
1.0,0,-73.9848,40.7635,2725,low
1.0,2,-73.9959,40.753,3375,low
1.0,0,-73.9789,40.7491,2485,low
1.0,0,-73.986,40.6927,2352,medium
1.0,2,-73.9495,40.7622,3150,low
1.0,2,-73.9766,40.7301,4143,low
2.0,3,-73.9876,40.731,6395,low
1.0,1,-73.9984,40.7545,2800,low
1.0,2,-73.9137,40.7562,2850,low
1.0,3,-73.9712,40.7595,4700,medium
2.0,2,-73.9662,40.5886,2150,low
1.0,1,-73.9741,40.7447,2595,low
1.0,1,-74.0014,40.7377,3150,high
1.0,2,-74.0031,40.7288,2875,high
2.0,2,-73.9225,40.6767,1950,high
1.0,1,-73.9744,40.7477,2325,low
1.0,0,-73.9535,40.7838,2450,low
2.0,2,-74.0032,40.7528,5955,low
1.0,1,-74.0001,40.7344,3850,low
2.0,2,-74.0078,40.7114,4400,medium
1.0,1,-73.9525,40.6827,1975,low
2.0,2,-74.0055,40.7111,6500,low
1.0,4,-73.9692,40.7554,5395,low
2.0,4,-74.0069,40.7074,6600,high
1.0,1,-73.8618,40.6935,1700,low
1.0,2,-73.9826,40.7302,3495,medium
2.0,3,-73.9822,40.6729,3900,low
1.0,3,-74.0113,40.7076,4595,low
1.0,2,-73.9892,40.7282,2500,medium
1.0,1,-73.9965,40.7382,5695,low
1.0,1,-73.9517,40.7802,2100,low
1.0,2,-73.9356,40.7988,2100,low
1.0,3,-73.9621,40.7961,3995,low
1.0,1,-73.9757,40.7461,2650,medium
1.0,0,-73.9548,40.746,2650,low
1.0,1,-73.9828,40.7356,2830,medium
1.0,1,-73.9949,40.7419,4799,low
1.0,1,-73.9925,40.6938,3500,high
1.0,1,-73.9761,40.7937,2800,low
1.0,0,-74.0008,40.7478,2525,low
2.0,3,-74.0096,40.7141,6100,high
1.0,1,-74.003,40.7255,3295,low
1.0,1,-73.9409,40.7998,2100,low
1.0,2,-73.9969,40.7129,3300,medium
1.0,1,-73.956,40.7472,2980,medium
1.0,1,-73.9868,40.7018,3400,low
3.0,3,-73.9758,40.79,8500,low
1.0,2,-74.0034,40.734,4350,low
1.0,0,-73.9935,40.7214,2600,low
2.0,4,-73.9727,40.7436,7000,low
1.0,0,-73.9496,40.7709,1795,medium
1.0,2,-73.979,40.7426,3250,medium
1.0,1,-73.9994,40.7298,3300,low
1.0,2,-73.991,40.7189,3500,medium
1.0,0,-73.9578,40.8198,1695,low
1.0,1,-73.9901,40.7601,2650,low
1.0,1,-73.9805,40.743,4460,low
1.0,0,-73.9898,40.7612,1980,low
2.0,3,-73.9875,40.7311,6495,medium
2.0,4,-74.0009,40.736,8495,low
1.0,1,-74.0103,40.7069,4237,low
1.0,1,-73.8547,40.7228,1600,medium
1.0,1,-73.9533,40.771,2800,medium
2.0,3,-73.9841,40.7643,5795,low
1.0,1,-73.9585,40.7437,3420,low
1.0,1,-73.9469,40.7781,2095,low
1.0,0,-73.948,40.7799,1825,low
1.0,0,-73.9949,40.7419,3450,low
1.0,2,-73.979,40.7426,3250,low
1.0,1,-73.9239,40.7451,2050,low
1.0,1,-73.9789,40.7425,3350,low
2.0,1,-73.9781,40.7778,3375,low
1.0,1,-73.9955,40.7553,3200,low
1.0,1,-73.9958,40.753,3050,medium
1.0,3,-73.9509,40.6779,2800,medium
1.0,2,-74.0029,40.7313,3300,low
1.0,1,-73.97710000000001,40.7829,4400,low
1.0,2,-73.9459,40.8364,2700,low
1.0,0,-74.0076,40.7047,2961,medium
1.0,2,-73.9975,40.743,3800,medium
3.0,3,-74.0103,40.7243,18295,low
1.0,1,-73.9484,40.7792,2275,high
1.0,1,-73.9396,40.8273,1695,medium
2.0,2,-73.9663,40.7541,5571,low
2.0,1,-74.0059,40.7075,4830,low
1.0,1,-73.9547,40.6557,1600,medium
1.0,2,-73.9892,40.7282,2400,low
1.0,0,-74.0162,40.7056,2550,low
1.0,1,-73.9564,40.7459,3275,low
1.0,2,-73.9879,40.7653,3000,medium
1.0,3,-73.9959,40.72,3700,low
1.0,2,-73.9789,40.7491,3050,medium
1.0,3,-73.9655,40.8026,4000,low
1.0,1,-73.9314,40.8554,1650,medium
2.0,3,-73.9198,40.7713,6000,medium
1.0,3,-73.9762,40.7332,4546,low
2.0,2,-74.0036,40.716,5650,low
1.0,0,-73.995,40.7306,2495,low
1.0,1,-73.9747,40.7901,2795,low
1.0,1,-73.9518,40.7727,2300,high
1.0,1,-73.9915,40.7678,3282,low
3.0,1,-73.977,40.7829,4600,low
1.0,1,-73.9581,40.7631,2100,low
2.0,3,-73.9777,40.7468,5400,high
1.0,1,-73.9532,40.7777,2150,high
2.0,3,-73.9885,40.7611,3950,low
1.0,1,-73.9042,40.7755,1700,medium
1.0,0,-73.9512,40.7698,2950,medium
1.0,0,-73.9996,40.6862,2300,low
1.0,0,-73.9449,40.8136,1600,high
1.0,1,-74.0119,40.7089,3300,low
1.0,0,-73.9982,40.7568,2495,low
1.0,3,-73.92,40.7027,3300,low
2.0,2,-73.9893,40.774,4650,low
1.0,1,-73.9498,40.8081,2950,low
2.0,2,-73.9531,40.7176,5213,low
1.0,0,-74.0059,40.7075,2495,low
1.0,1,-74.0042,40.7163,3295,medium
1.0,2,-73.9567,40.802,2095,low
1.0,1,-73.9677,40.7539,3200,medium
1.0,2,-73.9876,40.7644,2800,medium
1.0,3,-73.9913,40.7642,4385,medium
1.0,1,-73.9686,40.7998,2400,low
2.0,4,-73.9361,40.8493,3895,low
2.5,4,-73.96340000000001,40.7582,6200,low
1.0,2,-73.9789,40.7491,2995,high
2.5,2,-74.0091,40.7122,9450,low
1.0,1,-73.7001,40.6592,2100,low
2.0,4,-74.001,40.736,8495,low
1.0,0,-73.9876,40.7322,2695,low
1.0,0,-73.9598,40.6774,2499,high
1.0,3,-74.0089,40.7045,3500,low
1.0,2,-73.9483,40.7812,2925,low
1.0,1,-73.9734,40.7897,4169,low
1.0,1,-74.0063,40.6479,2300,low
1.0,0,-73.9859,40.7358,2795,low
2.0,2,-73.956,40.7472,4440,low
1.0,2,-73.9532,40.8068,2595,low
2.0,3,-73.9947,40.7579,4772,low
3.0,3,-73.9464,40.7449,4938,medium
1.0,1,-73.9674,40.694,2300,high
1.0,1,-73.9628,40.7593,2795,high
1.0,2,-73.9508,40.8246,2400,low
1.0,1,-73.9832,40.728,2800,low
1.0,1,-73.9302,40.7012,2495,low
1.0,1,-73.9496,40.7803,2300,low
2.0,2,-73.9915,40.7233,6445,low
1.0,0,-74.0085,40.7387,3525,low
1.0,1,-73.9717,40.7564,2300,high
2.0,2,-73.9508,40.7862,5750,low
1.0,1,-73.9914,40.7032,5490,low
1.0,2,-73.9645,40.8015,2600,low
1.0,2,-73.967,40.7689,3395,low
1.0,3,-73.9947,40.6822,5000,low
1.0,0,-73.9449,40.8136,1600,low
1.0,1,-73.9837,40.7674,4150,low
1.0,2,-73.965,40.8024,3200,low
1.0,2,-73.8927,40.7446,2450,low
1.0,0,-73.9929,40.7389,3125,low
1.0,0,-73.9637,40.7621,1750,medium
1.0,1,-73.9765,40.7497,2500,high
1.0,2,-73.8925,40.7721,2700,low
1.0,2,-73.9666,40.7539,3000,high
1.0,1,-73.9534,40.7838,3650,low
1.0,3,-73.9863,40.7664,5895,low
1.0,1,-73.9509,40.7735,2650,medium
1.0,0,-73.9547,40.7689,2150,low
2.0,2,-73.9789,40.7356,4885,low
1.0,0,-73.9942,40.7244,2675,medium
2.0,3,-73.9829,40.7272,5195,medium
2.0,2,-73.9498,40.7856,4795,low
2.0,2,-73.9585,40.7437,4384,low
1.0,1,-73.9676,40.7951,3100,low
1.0,0,-73.951,40.7752,2595,low
1.0,1,-73.946,40.8231,1800,low
1.0,1,-74.0008,40.7476,3200,medium
1.0,2,-73.9898,40.7198,3495,low
1.0,1,-73.9941,40.7252,3100,medium
1.0,2,-73.9805,40.7285,3000,high
1.0,0,-73.9817,40.7655,2500,medium
1.0,2,-73.9767,40.7405,3000,medium
1.0,3,-73.9573,40.8039,4000,low
1.0,3,-73.9519,40.826,2500,medium
1.0,1,-74.0049,40.7321,3350,low
1.0,1,-73.9572,40.6857,2150,low
1.0,2,-73.9974,40.7199,3695,medium
1.0,0,-73.9999,40.7297,2350,low
1.0,3,-73.9486,40.8309,3575,low
1.0,1,-73.984,40.7645,3125,low
1.0,2,-73.9829,40.7179,2895,low
1.0,1,-73.9773,40.7621,2595,low
1.0,1,-73.9521,40.6444,1395,high
1.0,2,-73.9564,40.7152,2495,low
1.0,2,-73.9765,40.7489,3500,low
1.0,0,-73.984,40.7281,1895,medium
2.0,3,-73.9779,40.7413,4295,high
1.0,3,-73.9839,40.7307,5000,low
1.0,0,-73.951,40.7723,2455,low
1.0,1,-73.978,40.7257,1995,low
1.0,3,-73.979,40.7369,3350,high
1.0,0,-73.9989,40.7611,2880,low
1.0,2,-73.9772,40.7412,3100,medium
1.0,3,-74.0149,40.708,3632,low
1.0,2,-73.9743,40.7439,3357,low
1.0,2,-73.9474,40.6584,2677,low
2.0,4,-73.974,40.7538,5650,low
1.0,2,-74.0065,40.7081,2721,medium
1.0,1,-73.9626,40.7617,2350,low
1.0,2,-73.9478,40.7739,3195,low
1.0,1,-73.9648,40.7572,2850,low
1.0,1,-74.0047,40.7334,5550,low
2.0,2,-73.9929,40.7714,6700,low
2.0,3,-73.9448,40.8088,2950,medium
4.5,4,-73.9534,40.7726,23000,low
1.0,2,-73.9789,40.7425,2995,high
1.0,1,-73.9522,40.771,3000,medium
1.0,1,-73.94,40.8462,2350,low
1.0,2,-73.948,40.7743,2800,medium
1.0,1,-73.9626,40.7621,2275,low
1.0,0,-73.9607,40.7622,1900,high
2.0,4,-73.9773,40.7463,6599,medium
1.0,0,-74.0089,40.7328,2700,low
1.0,0,-73.9847,40.7637,2500,low
1.0,1,-73.9785,40.7906,2900,low
1.0,1,-73.9864,40.73,4650,low
1.0,1,-73.9803,40.7444,3535,low
1.0,0,-73.9821,40.7423,2050,medium
1.0,1,-74.0031,40.7288,2800,low
1.0,1,-73.9396,40.8448,1625,medium
1.0,1,-73.9461,40.7827,1850,low
1.0,1,-73.9256,40.7656,1800,medium
1.0,2,-73.969,40.7517,3300,low
1.0,2,-73.9826,40.7228,3895,low
1.0,0,-73.952,40.7824,1900,low
1.0,2,-73.9758,40.7411,3300,medium
2.0,2,-73.9847,40.7751,7100,low
1.0,1,-73.9744,40.7898,3475,low
1.0,1,-73.9638,40.7619,3595,low
2.0,2,-73.9804,40.7868,7000,low
1.0,1,-73.9554,40.7742,2195,low
1.0,2,-74.0085,40.7057,2995,medium
1.0,4,-74.0099,40.7062,6000,low
2.0,2,-73.9528,40.8255,3425,low
1.0,0,-73.9922,40.7595,1700,medium
1.0,1,-73.9812,40.7399,3250,low
1.0,1,-73.9946,40.7233,3695,low
2.0,1,-73.9566,40.7704,5095,low
1.0,1,-73.9963,40.7606,3375,low
2.0,2,-74.0042,40.7163,5295,low
1.0,0,-73.983,40.6742,1700,high
1.0,0,-73.9554,40.7746,2095,low
1.0,2,-73.9481,40.7957,2900,low
1.0,1,-74.0162,40.7056,2500,medium
1.0,3,-74.0059,40.7075,3225,high
1.0,2,-73.8925,40.7442,2525,low
1.0,0,-74.0155,40.7064,2795,low
1.0,1,-73.9754,40.7444,2600,medium
2.0,3,-73.985,40.7644,4850,medium
1.0,2,-74.0065,40.7081,3258,low
1.0,2,-73.99,40.7649,3150,low
1.0,1,-73.9964,40.7441,3500,low
1.0,2,-73.9401,40.7515,2500,high
1.0,1,-73.9848,40.7635,2995,low
1.0,0,-73.9445,40.8333,1500,low
2.0,3,-73.9944,40.7548,4790,low
1.0,1,-73.952,40.786,2800,low
2.0,3,-73.9707,40.7856,7000,low
1.0,1,-74.0148,40.716,4800,low
1.0,2,-73.9539,40.8002,3000,low
3.0,3,-73.9631,40.7564,8540,low
1.0,3,-73.9882,40.7274,5575,low
1.0,2,-73.9741,40.7447,3295,low
1.0,3,-73.9576,40.8034,4000,low
2.0,2,-73.9826,40.7787,9500,low
2.0,4,-74.0028,40.7429,7995,medium
1.0,1,-73.9367,40.8413,1495,low
1.0,2,-74.0059,40.7075,2875,medium
1.0,3,-73.9416,40.7868,2975,low
1.0,1,-73.9826,40.7282,2995,medium
2.0,3,-73.9661,40.7929,5700,low
1.0,1,-73.9828,40.6741,3000,low
1.0,1,-73.9882,40.727,2295,low
1.0,3,-73.9846,40.7228,5700,low
1.0,2,-73.9824,40.7242,2400,medium
2.0,3,-73.9745,40.7445,3700,medium
4.0,4,-73.9534,40.7726,11000,low
1.0,0,-73.9631,40.7983,2045,low
1.0,2,-73.9821,40.7317,3250,low
1.0,1,-73.9896,40.7341,5200,low
1.0,0,-73.999,40.761,2600,medium
2.0,3,-73.9821,40.7369,5000,high
1.0,0,-73.968,40.7976,2325,low
1.0,1,-73.9804,40.7784,3290,low
1.0,0,-73.9518,40.7717,2400,medium
1.0,1,-73.9765,40.7339,3580,low
1.0,1,-74.0017,40.7401,3800,low
1.0,1,-73.9947,40.7239,3250,low
1.0,2,-73.9615,40.6668,3350,low
2.0,2,-73.9842,40.6968,3950,low
1.0,3,-73.9749,40.7326,6115,low
1.0,2,-73.9876,40.7213,2850,low
1.0,1,-73.9143,40.6842,1700,medium
3.0,3,-74.0155,40.7162,10600,low
1.0,2,-73.969,40.7516,3450,medium
1.0,1,-73.9795,40.7817,2500,low
1.0,2,-73.984,40.7645,5300,low
1.0,1,-73.993,40.7715,5000,low
1.0,2,-73.9907,40.7177,3200,high
1.0,0,-74.0047,40.7332,2395,medium
1.5,3,-73.977,40.7488,5100,low
1.0,2,-73.9603,40.7695,4300,low
2.0,3,-73.9832,40.7322,4500,high
1.0,1,-73.9863,40.745,4600,low
1.0,1,-73.9686,40.7604,3190,low
1.0,3,-73.9666,40.7555,5000,low
1.0,1,-73.9951,40.7592,4200,low
1.0,1,-73.9785,40.7792,3100,low
1.0,0,-73.9894,40.7648,2900,low
1.0,2,-73.9915,40.7678,3693,medium
1.0,1,-73.9238,40.7718,2485,low
1.0,0,-73.9266,40.7645,1925,high
1.0,2,-73.9727,40.7436,3190,low
1.0,1,-73.9819,40.7725,4500,low
1.0,1,-73.9864,40.7625,4095,low
1.0,3,-74.0016,40.737,6195,low
1.0,0,-73.9544,40.7681,1875,low
2.0,3,-73.9845,40.7454,7495,low
1.0,1,-73.9639,40.799,2750,low
1.0,1,-73.8145,40.7169,1600,high
2.0,2,-74.0057,40.7084,5345,low
1.0,3,-73.9452,40.8274,2400,low
1.0,0,-73.9628,40.7633,2750,low
1.0,1,-74.0057,40.7356,4295,low
1.0,1,-73.951,40.7765,2600,medium
1.0,1,-73.9657,40.7567,3495,low
1.0,2,-73.9499,40.7158,2800,low
1.0,3,-73.931,40.6875,2600,low
1.0,0,-73.9994,40.7606,2450,low
1.0,1,-73.9469,40.7826,2995,medium
2.0,3,-73.9772,40.7901,9000,low
1.0,2,-73.9504,40.7868,4700,low
1.0,3,-73.9368,40.8503,2975,low
1.0,2,-73.9919,40.7187,3590,medium
1.0,2,-74.0149,40.708,3450,low
1.0,2,-73.9816,40.735,2950,medium
1.0,1,-73.9521,40.7175,3929,low
1.0,1,-74.0031,40.7288,2875,low
1.0,3,-73.9366,40.8444,2550,low
3.0,4,-73.9636,40.7661,20000,low
3.5,3,-74.0055,40.7111,12500,low
1.0,0,-73.9471,40.7812,1825,low
1.0,2,-74.0046,40.7073,5600,low
1.0,2,-73.9665,40.7944,3871,low
1.0,2,-74.0046,40.7073,3000,low
1.0,1,-74.0079,40.7075,3710,low
1.0,0,-73.9781,40.7779,2750,low
3.0,3,-73.9737,40.7869,7500,low
1.0,3,-73.9678,40.7605,4000,low
1.0,1,-73.9837,40.7674,3800,low
2.0,3,-73.9691,40.7942,5200,low
1.0,2,-73.954,40.7753,4000,medium
2.0,2,-73.9698,40.7858,5988,medium
1.0,2,-73.9219,40.8649,2450,low
1.0,2,-74.0257,40.6363,2000,medium
1.0,1,-73.9703,40.7843,4350,low
1.0,1,-73.9947,40.7239,3300,low
1.0,2,-73.9914,40.7032,5346,low
2.0,2,-73.9834,40.7278,2450,medium
1.0,0,-74.0149,40.708,2400,low
1.0,2,-73.9723,40.7471,3200,low
1.0,1,-73.9754,40.746,3295,low
1.0,0,-73.9964,40.7391,1999,medium
2.0,2,-73.9695,40.7518,3995,medium
1.0,0,-73.9685,40.7981,1895,low
1.0,0,-73.9982,40.7568,2900,low
1.0,0,-73.969,40.7516,2400,low
1.0,2,-74.0162,40.7056,2750,low
1.0,2,-73.9683,40.7549,3285,low
1.0,0,-74.0055,40.7111,2790,low
1.0,0,-73.9544,40.7681,1875,medium
1.0,0,-73.9838,40.7586,2250,low
1.0,2,-73.9586,40.6824,3208,low
1.0,0,-73.9553,40.7708,1925,low
1.0,2,-73.9528,40.7718,3300,low
1.0,2,-73.9815,40.7401,3795,low
1.0,2,-73.9865,40.7348,7200,low
1.0,2,-74.0059,40.7088,2450,medium
2.0,3,-73.9743,40.7438,5500,low
1.0,3,-73.9401,40.8436,2700,high
3.5,3,-73.969,40.7547,15000,low
1.0,1,-74.0037,40.753,3725,low
1.0,0,-73.9802,40.7469,2795,low
1.0,2,-74.0106,40.7045,6000,low
1.0,3,-73.9506,40.7929,2475,low
1.0,1,-73.968,40.7573,2523,low
1.0,0,-73.9807,40.7873,1975,low
1.0,2,-73.9434,40.7986,2350,medium
1.0,1,-73.9809,40.7364,2795,low
1.0,1,-73.9908,40.7632,2495,low
1.0,1,-73.9591,40.771,2850,low
1.0,4,-74.0071,40.7067,4595,low
1.0,1,-73.9917,40.7636,2400,low
1.0,4,-73.9738,40.7376,6799,low
1.0,0,-73.9916,40.7677,2595,low
1.0,1,-73.9548,40.7785,4600,low
2.0,2,-74.0047,40.7171,6325,low
1.0,2,-73.9783,40.7842,3000,medium
1.0,1,-73.9506,40.7716,3650,low
1.0,0,-74.0141,40.7094,2500,low
1.0,2,-74.0113,40.6482,2000,medium
1.0,0,-73.9988,40.7607,2490,low
1.0,0,-73.999,40.761,3390,medium
1.0,2,-73.9399,40.7913,2295,medium
4.5,4,-73.9703,40.786,19995,low
1.0,2,-73.9689,40.7602,4950,low
1.0,0,-73.987,40.7261,3795,low
1.0,2,-74.0046,40.7073,3255,low
2.0,3,-73.9529,40.781,4200,medium
1.0,2,-73.9973,40.7565,3200,medium
1.0,0,-73.9927,40.7301,3095,medium
1.0,2,-73.9743,40.7317,3185,low
1.0,1,-74.0103,40.7053,3977,low
1.0,2,-73.9682,40.7537,2575,high
1.0,1,-73.9799,40.764,3200,low
2.0,3,-73.9528,40.7759,5500,medium
1.0,1,-74.0055,40.7111,4000,low
2.0,2,-73.9452,40.7829,2850,low
1.0,1,-73.9841,40.7675,3000,low
2.0,2,-73.9538,40.7788,7000,low
1.0,0,-73.9942,40.7301,2500,low
1.0,1,-73.9935,40.7247,4195,low
2.0,2,-73.9462,40.7777,4795,low
2.0,4,-73.9922,40.7673,6800,medium
1.0,1,-73.987,40.7604,3995,low
1.0,3,-73.9494,40.8307,2950,low
1.0,0,-73.9572,40.7459,2475,low
1.0,3,-73.9553,40.6774,2800,low
1.0,0,-73.9563,40.778,2100,medium
1.0,1,-74.0106,40.7236,3995,low
1.0,2,-73.9508,40.8246,2500,low
1.0,1,-73.9525,40.7779,3995,low
1.0,2,-73.9772,40.7412,3250,medium
1.0,2,-73.9467,40.7834,2600,low
1.0,1,-73.9195,40.7426,2100,low
1.0,2,-74.0018,40.7388,3675,low
1.0,1,-74.0161,40.7053,3600,low
1.0,2,-73.9506,40.7724,5500,low
1.0,3,-73.9417,40.626,2300,low
1.0,0,-73.9405,40.6849,1450,medium
1.0,1,-73.9404,40.8294,2000,low
1.0,0,-73.9737,40.7928,3250,low
1.0,1,-73.9942,40.7626,3600,medium
1.0,2,-73.8501,40.7238,2895,low
1.0,2,-73.9982,40.7568,3000,low
1.0,3,-74.0001,40.7274,6200,low
1.0,1,-73.9472,40.7778,3095,low
1.0,2,-73.979,40.7285,3000,medium
1.0,1,-73.9507,40.7734,2200,low
3.0,4,-73.9808,40.7639,11750,low
2.0,3,-73.9726,40.7518,5569,low
1.0,1,-73.9534,40.7838,4300,low
1.0,1,-73.9682,40.7984,1800,high
1.0,1,-73.9825,40.7298,2140,medium
1.0,2,-73.9441,40.8365,2500,low
1.0,2,-73.9984,40.7177,3995,low
2.0,3,-73.9918,40.7588,4500,low
2.0,3,-73.9796,40.7402,6785,low
2.0,4,-73.9548,40.7804,5350,low
2.0,3,-73.9727,40.7436,4580,low
3.0,3,-73.955,40.7701,5300,low
2.0,3,-74.0339,40.7304,3740,medium
1.0,1,-73.9548,40.7688,2500,medium
1.0,2,-74.0059,40.7128,3750,low
1.0,0,-73.9677,40.7539,2450,medium
1.0,2,-73.969,40.7516,3140,low
1.0,1,-73.9677,40.7539,3200,low
1.0,1,-73.9525,40.7779,4500,low
3.0,3,-73.9593,40.7594,10000,low
2.0,3,-73.9837,40.7307,5000,medium
2.0,2,-73.9695,40.7518,4895,low
1.0,1,-73.9655,40.7909,3800,low
2.5,3,-73.9538,40.7788,10000,low
1.0,1,-73.9828,40.694,3146,low
2.0,2,-74.0042,40.7522,3170,low
1.0,2,-73.9809,40.7278,3490,low
2.0,4,-73.9507,40.7814,5000,medium
1.0,2,-74.0045,40.7311,3600,medium
1.0,0,-74.0149,40.708,2270,medium
1.0,2,-73.9773,40.7448,3595,low
1.0,4,-73.9503,40.8244,3100,low
2.0,2,-74.0081,40.7074,5795,low
1.0,1,-73.986,40.7292,2500,low
1.0,1,-73.9774,40.7477,3000,low
2.0,4,-74.0027,40.7202,7995,low
1.0,1,-73.9622,40.7752,5750,low
1.0,2,-73.9814,40.7486,3500,high
1.0,1,-73.9895,40.6675,2550,low
1.0,1,-73.9542,40.7801,1700,medium
1.0,2,-73.957,40.8031,3000,low
1.0,2,-73.9725,40.7436,3200,low
1.0,2,-73.9796,40.7402,3200,medium
1.0,3,-73.9981,40.6946,4950,low
2.0,3,-73.9965,40.7561,4500,medium
1.0,1,-73.9915,40.7631,2160,low
0.0,2,-73.9484,40.7812,2850,low
1.0,2,-73.9947,40.7252,7150,low
1.0,0,-73.9802,40.7464,2595,low
2.0,2,-73.9803,40.7444,8740,low
1.0,2,-73.9408,40.8175,1995,medium
1.5,3,-73.9781,40.7413,4900,low
1.0,1,-73.9937,40.7637,1850,medium
3.0,3,-73.9735,40.7468,5997,low
1.0,1,-73.9508,40.7862,3500,low
1.0,1,-73.9839,40.7283,2500,medium
1.0,2,-73.9303,40.7727,1650,high
1.0,2,-73.9725,40.7472,3995,low
1.0,2,-73.9886,40.7623,3000,low
1.0,3,-73.9865,40.7315,5100,medium
1.0,2,-74.0302,40.6364,2200,medium
1.0,1,-73.9923,40.66,1950,low
1.0,1,-73.9672,40.7108,3025,low
1.0,1,-73.9817,40.7707,6595,low
1.0,0,-73.976,40.7476,2395,low
1.0,0,-73.9739,40.7479,2550,low
1.0,2,-73.9546,40.8208,2395,high
1.0,0,-73.9907,40.7587,1995,low
1.0,1,-73.9445,40.7771,2850,low
1.0,3,-73.9534,40.6857,2875,medium
1.0,1,-73.9608,40.7688,4095,low
1.0,2,-73.9484,40.7701,2650,medium
1.0,0,-73.9259,40.7726,1700,low
2.5,2,-73.964,40.7643,7100,low
1.0,1,-73.9541,40.7685,2250,low
1.0,2,-73.9395,40.834,2700,low
1.0,1,-74.0042,40.7239,2895,low
1.0,0,-73.9974,40.7557,1950,low
1.0,2,-74.0021,40.7253,2962,high
1.0,0,-73.9982,40.7568,2600,low
2.0,3,-73.9741,40.7369,5100,low
1.0,1,-74.01,40.7156,4150,low
1.0,2,-73.9481,40.8305,2195,low
2.0,0,-73.9475,40.7816,2150,high
1.0,0,-73.8258,40.7118,1600,low
2.0,2,-74.0035,40.724,13995,low
1.0,1,-74.0179,40.7098,3750,low
1.0,2,-73.9886,40.7656,3500,medium
2.0,3,-73.9861,40.7608,5995,low
1.0,1,-73.9506,40.7758,3600,low
1.0,0,-73.9937,40.7653,2300,low
1.0,2,-74.0113,40.7067,3438,medium
1.0,1,-73.9519,40.7697,2450,low
1.0,0,-73.9901,40.7601,2095,low
1.0,0,-73.9525,40.8078,1600,medium
4.0,5,-74.0103,40.7243,45000,low
1.0,0,-73.9841,40.742,2125,low
1.0,2,-73.9741,40.7369,3900,low
1.0,2,-73.99,40.7596,3200,low
3.0,6,-73.9618,40.7705,11000,low
1.0,0,-73.9816,40.7448,2400,low
1.0,0,-73.9557,40.7742,2175,low
2.0,2,-73.9861,40.7608,4700,medium
1.0,1,-73.978,40.7778,3450,low
2.0,2,-73.9816,40.7654,3800,low
1.0,1,-73.929,40.7404,3261,low
1.0,1,-74.0059,40.7088,2800,low
2.0,2,-73.9685,40.793,4700,low
2.0,2,-73.9947,40.7448,6000,medium
3.0,3,-73.9593,40.7594,10000,low
1.0,1,-73.9465,40.7155,2200,medium
1.0,2,-73.9903,40.7486,3950,medium
1.0,2,-73.9757,40.7462,3475,high
1.0,2,-73.9765,40.7489,3300,low
1.0,2,-73.9905,40.7594,2350,high
1.0,2,-73.9864,40.7318,2695,high
1.0,2,-73.9356,40.6829,2750,medium
1.0,3,-73.9066,40.7716,2800,medium
2.0,1,-73.9914,40.7032,5499,low
1.0,0,-73.9506,40.7716,2750,low
1.0,2,-73.9959,40.753,2999,high
1.0,1,-74.0001,40.7344,3850,low
2.0,2,-73.9944,40.7518,6395,low
1.0,2,-73.9373,40.7147,2550,medium
2.0,2,-73.9515,40.7779,3725,low
